glottocode	plosive_series	plosive_fullness	plosive_markedness_fullness	fricative_series	fricative_fullness	fricative_markedness_fullness	affricate_series	affricate_fullness	affricate_markedness_fullness	series	series_fullness	series_markedness_fullness	plosive_places	plosive_places_fullness	plosive_places_markedness_fullness	fricative_places	fricative_places_fullness	fricative_places_markedness_fullness	affricate_places	affricate_places_fullness	affricate_places_markedness_fullness	all_places	all_places_fullness	all_places_markedness_fullness
stan1290	4	2.0	2.0	4	1.75	1.8028439337269635	0	0.0	0.0	6	3.25	3.8690141297362217	3	3.0	3.0	4	3.5	3.2955652519701486	0	0.0	0.0	4	3.25	3.1143073861424444
stan1293	5	2.333333333333333	2.3740838367220056	4	2.0	2.0	4	2.0	2.0	7	3.4	3.726872910411161	3	2.333333333333333	1.8510989470173835	4	4.0	4.0	1	1.0	1.0	5	3.4000000000000004	3.3752474483517245
stan1295	4	2.0	2.0	4	1.75	1.95815293087035	4	1.3333333333333333	1.6004472423784635	7	4.25	4.346249150788605	3	3.0	3.0	4	3.5	3.739028273943519	3	2.0	2.510836305237126	4	3.4	3.3721458633193038
stan1306	4	2.0	2.0	4	1.5	1.6217853756109477	4	2.0	2.0	6	3.5	3.6272204017471337	3	3.0	3.0	4	3.0	3.4827552405296958	1	1.0	1.0	4	3.5	3.871431754628356
stan1318	5	1.9166666666666665	1.694579928186661	4	1.8333333333333335	1.7529171824501353	3	1.0	1.0	7	3.4	3.44244551638251	4	2.6666666666666665	2.4224227295825327	6	5.5	5.663095564299266	1	1.0	1.0	6	4.266666666666667	4.341534052015915
stan1325	4	2.0	2.0	4	1.75	1.7575230686961492	4	2.0	2.0	6	3.1666666666666665	3.550411946139184	4	4.0	4.0	4	3.5	3.7044347480298514	2	2.0	2.0	6	4.75	5.686692663906646
stod1241	6	4.0	4.0	4	1.5	1.2555002315971768	5	3.0	3.0	8	4.333333333333334	4.587273914631185	5	5.0	5.0	2	1.5	1.2095026309520138	1	1.0	1.0	6	4.333333333333333	4.9900659238543446
suba1252	4	1.75	1.6751717660494394	4	1.75	1.965888822629137	0	0.0	0.0	6	3.15	3.24265567413005	4	3.5	3.6469266840209866	4	3.5	3.5479002076962645	0	0.0	0.0	5	4.0	4.354077848862089
subi1246	4	1.8571428571428572	1.932578400170414	4	1.5	1.7803252929860827	4	1.5	1.984721697121806	6	2.5378787878787876	3.1741705116848697	8	7.5	7.668543249064452	8	6.0	5.972130620055335	2	1.5	1.2055699569178744	12	7.583333333333333	10.363328277767382
suda1236	4	1.75	1.7402923483341115	4	1.8333333333333335	1.8642122144315774	3	1.0	1.0	6	3.2666666666666666	3.5644844017407795	4	3.5	3.3529869121354663	6	5.5	5.779216925514299	1	1.0	1.0	6	4.916666666666667	4.918306812248711
suen1241	4	2.0	2.0	3	1.0	1.0	3	1.0	1.0	5	2.0	2.337529556015482	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	2.6666666666666665	3.20285403011587
suga1248	6	3.371428571428571	3.8017889837931724	5	2.1	2.4563746920863925	5	3.0	3.0	9	5.002777777777777	6.300407334867978	7	6.0	5.991947277481805	7	5.166666666666667	6.031006730796514	3	3.0	3.0	11	8.154761904761905	9.023788885880005
suii1243	6	4.0	4.0	5	2.6	2.9194333700679915	4	2.0	2.0	9	6.0	6.6108913671422425	4	4.0	4.0	5	4.0	4.029773838034139	2	2.0	2.0	6	4.866666666666667	5.1925193774360645
suku1261	6	3.75	3.6730814757923618	6	3.1666666666666665	3.7563746191177496	0	0.0	0.0	10	6.449999999999999	6.989173618245588	4	3.75	3.296491766376535	4	3.0	3.3336819347421183	0	0.0	0.0	5	3.988095238095238	3.786002130638012
sumb1240	4	2.0	2.0	4	1.5	1.7765105346479606	4	2.0	2.0	6	2.8000000000000003	3.388808918454556	3	3.0	3.0	4	3.0	3.3262207001961084	1	1.0	1.0	5	3.5	4.702328500257464
sumi1235	5	2.75	2.9830710196295342	4	2.0	2.0	4	2.0	2.0	7	3.833333333333333	4.543135863756767	4	3.6666666666666665	3.8827919327329687	4	4.0	4.0	2	2.0	2.0	6	4.6	5.244128420581703
sund1252	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.25	2.516065484948741	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.0	3.6386160740947484
suri1267	5	2.75	2.7329005414445917	4	1.5	1.6690261924653413	0	0.0	0.0	7	3.5	4.004933028878494	4	3.6666666666666665	3.3534463469502414	2	1.5	1.7047720672108528	0	0.0	0.0	4	2.8	3.036396076957553
surs1246	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.3333333333333335	2.7522602733581376	3	3.0	3.0	1	1.0	1.0	0	0.0	0.0	3	2.333333333333333	2.7087052068391344
suru1262	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.5	2.61502240124407	3	3.0	3.0	2	2.0	2.0	1	1.0	1.0	4	3.333333333333333	3.7126858202650634
suru1263	4	1.75	1.7403691380408195	4	1.5	1.7305606429491704	3	1.0	1.0	6	2.1999999999999997	2.663692599844228	4	3.5	3.3530733159790134	2	1.5	1.7783204924998441	1	1.0	1.0	5	2.75	2.9508498256295015
susu1250	5	2.0	2.323200299680736	3	1.0	1.0	3	1.0	1.0	6	2.5500000000000003	2.9687788864014473	4	2.6666666666666665	3.4303668663889413	3	3.0	3.0	1	1.0	1.0	5	3.0833333333333335	3.9117789163680534
suya1243	3	1.0	1.0	0	0.0	0.0	3	1.0	1.0	3	1.0	1.0	5	5.0	5.0	0	0.0	0.0	1	1.0	1.0	6	6.0	6.0
svan1243	5	2.75	2.983898502808894	4	2.0	2.0	5	3.0	3.0	8	3.8333333333333335	4.034982867997473	4	3.6666666666666665	3.805995735880669	3	3.0	3.0	2	2.0	2.0	6	3.8333333333333335	3.6996897114111107
swah1253	5	2.5	2.901613831430465	5	2.2	2.7710494800772354	4	2.0	2.0	8	4.6000000000000005	5.473162223431867	4	3.3333333333333335	3.441950765879314	5	3.6666666666666665	4.783006048956864	1	1.0	1.0	5	3.8333333333333335	4.539721350767479
swed1254	4	2.0	2.0	4	1.6666666666666665	1.4285687741640036	0	0.0	0.0	6	3.1666666666666665	3.4258812585398277	3	3.0	3.0	4	3.5	3.7929341138564405	0	0.0	0.0	4	3.0833333333333335	3.1055448262186354
swis1247	4	2.0	2.0	4	2.0	2.0	3	1.0	1.0	7	5.0	5.0	3	3.0	3.0	4	4.0	4.0	4	4.0	4.0	4	4.0	4.0
sydn1236	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
taba1266	5	3.0	3.0	3	1.0	1.0	4	2.0	2.0	6	3.2	3.5837504372990963	3	3.0	3.0	3	3.0	3.0	2	2.0	2.0	5	4.0	4.549818019661931
taca1256	4	1.6666666666666665	1.6610119013206708	4	1.0	1.1329806461545364	3	1.0	1.0	6	2.2	2.4401201157288983	3	2.5	2.7131090135848783	4	2.0	2.1676560855728217	2	2.0	2.0	5	2.75	3.9640071135719666
tach1250	4	1.5714285714285714	1.7327357313860632	4	1.75	1.8409755671235715	0	0.0	0.0	6	3.0376984126984126	3.5085941693830436	7	5.5	6.140549903257337	8	7.0	7.038621302556218	0	0.0	0.0	9	6.833333333333333	7.370402873304101
tada1238	4	1.6	1.7221577863925377	4	1.8333333333333335	1.72817020109684	4	2.0	2.0	6	3.5	3.4980124001225636	5	4.0	4.224205198755443	6	5.5	5.663095564299266	1	1.0	1.0	6	5.25	5.343425774148165
taga1270	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.5	2.802392085064903	4	4.0	4.0	2	2.0	2.0	0	0.0	0.0	4	3.333333333333333	3.733830861089422
tagw1240	4	2.0	2.0	4	2.0	2.0	0	0.0	0.0	6	3.0	3.562721950670281	5	5.0	5.0	2	2.0	2.0	0	0.0	0.0	5	4.0	4.635816664261961
taha1241	4	1.5	1.6811589619684977	4	1.6	1.729229183664089	0	0.0	0.0	6	2.833333333333333	3.3187980100802044	6	4.5	4.684468341397877	5	4.0	4.288338242838354	0	0.0	0.0	6	4.25	4.809195526047076
taid1248	5	2.25	2.6057542187456537	4	1.5	1.3405523525702767	0	0.0	0.0	7	3.0	3.6847642069545836	4	3.0	3.1806399305988076	2	1.5	1.7867127549172217	0	0.0	0.0	4	2.4	2.87808992078719
taid1249	5	2.0	2.329759173815675	4	1.5	1.3405523525702767	0	0.0	0.0	7	2.75	3.408769162024605	4	2.6666666666666665	3.073562290340249	2	1.5	1.7867127549172217	0	0.0	0.0	4	2.2	2.7951104233687083
tain1252	4	1.5	1.5916007119613602	4	1.3333333333333333	1.2700345348985573	0	0.0	0.0	6	2.5	2.8373217643379354	4	3.0	3.7544487770799084	3	2.0	2.4950792868771363	0	0.0	0.0	4	2.5	3.474668833008323
taji1245	4	1.75	1.9817629823050338	4	2.0	2.0	4	2.0	2.0	6	3.4000000000000004	3.7552897221232535	4	3.5	3.8714529730370426	4	4.0	4.0	1	1.0	1.0	5	4.25	4.795064030749244
talo1250	3	1.0	1.0	3	1.0	1.0	0	0.0	0.0	4	1.2	1.5739844347630876	5	5.0	5.0	1	1.0	1.0	0	0.0	0.0	5	3.0	3.6924784725262296
tama1331	5	2.0	2.516702584104279	3	1.0	1.0	0	0.0	0.0	6	2.75	3.4684533447406727	4	2.6666666666666665	2.756758277496758	3	3.0	3.0	0	0.0	0.0	4	2.75	2.8051060444125406
tama1365	4	1.6666666666666665	1.740739102380149	4	1.75	1.731874745839105	3	1.0	1.0	6	3.25	3.4227450882971087	3	2.5	2.3530733159790134	4	3.5	3.662545097290899	1	1.0	1.0	4	3.25	2.9322348070379958
tami1289	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.2	2.537586636823371	4	4.0	4.0	1	1.0	1.0	1	1.0	1.0	5	3.6666666666666665	4.50821164397727
tamn1235	3	1.0	1.0	4	1.0	1.0026389749669846	3	1.0	1.0	5	1.75	2.2688490215105026	3	3.0	3.0	3	1.5	1.7129646657364441	1	1.0	1.0	4	2.333333333333333	3.3665970315824416
tamp1252	4	2.0	2.0	4	2.0	2.0	0	0.0	0.0	6	3.0	3.562721950670281	5	5.0	5.0	2	2.0	2.0	0	0.0	0.0	5	4.0	4.635816664261961
tana1290	5	3.0	3.0	4	1.8	1.9795305169168005	5	2.75	2.9697748160536337	7	4.333333333333333	4.973103485786092	2	2.0	2.0	5	4.5	4.904888495709926	4	3.6666666666666665	3.5373715805325805	6	5.2	5.771908291795578
tang1336	5	3.0	3.0	4	1.75	1.7702696607656885	4	2.0	2.0	7	4.5	4.728388295305632	3	3.0	3.0	4	3.5	3.6980646335439697	1	1.0	1.0	4	3.6	3.8508906853312848
tani1257	4	1.6666666666666665	1.6610119013206708	3	1.0	1.0	0	0.0	0.0	5	1.9999999999999998	2.4132721746788084	3	2.5	2.7131090135848783	1	1.0	1.0	0	0.0	0.0	3	2.0	2.46005878297445
tapi1253	4	1.75	1.9782996213862774	3	1.0	1.0	4	2.0	2.0	5	2.2	2.5723766557790713	4	3.5	3.8208278419782054	2	2.0	2.0	1	1.0	1.0	5	3.6666666666666665	4.3484043158296455
tapi1254	3	1.0	1.0	0	0.0	0.0	3	1.0	1.0	3	1.0	1.0	4	4.0	4.0	0	0.0	0.0	1	1.0	1.0	5	5.0	5.0
tari1256	6	3.0	3.0581631905857223	3	1.0	1.0	3	1.0	1.0	7	2.75	3.2139687045641425	3	2.25	2.706948529506448	1	1.0	1.0	1	1.0	1.0	4	2.2	3.1799594715288864
taro1263	5	2.6666666666666665	2.8108077539606615	4	1.75	1.8028439337269635	4	2.0	2.0	7	3.7333333333333334	4.266599872185479	4	3.6666666666666665	3.9881447527138927	4	3.5	3.2955652519701486	1	1.0	1.0	6	4.7	5.288574055153729
taro1264	4	1.6666666666666667	1.941218130739042	4	1.3333333333333333	1.8254051689820787	3	1.0	1.0	6	2.2222222222222223	3.0861672824226027	6	5.0	5.331716115679477	6	4.0	3.881182831146379	2	2.0	2.0	9	5.0	6.423792220841072
tase1235	5	3.0	3.0	3	1.0	1.0	4	1.5	1.0585093723696979	6	3.2	3.4996911071065773	3	3.0	3.0	4	4.0	4.0	2	1.5	1.7922038181111706	5	4.0	4.579864371731299
tata1255	4	1.75	1.9817629823050338	4	1.8333333333333335	1.96019379428738	3	1.0	1.0	6	2.857142857142857	3.777542749234466	4	3.5	3.8714529730370426	6	5.5	5.547900207696264	2	2.0	2.0	7	5.0	6.4685540579598655
tata1257	4	2.0	2.0	3	1.0	1.0	3	1.0	1.0	5	2.0	2.337646957342602	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	2.6666666666666665	3.1901047167775274
tatu1247	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.3333333333333335	2.7522602733581376	3	3.0	3.0	1	1.0	1.0	0	0.0	0.0	3	2.333333333333333	2.7087052068391344
taus1251	4	2.0	2.0	4	2.0	2.0	4	2.0	2.0	6	2.5	2.9229934349909197	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	2.5	3.503364080892835
taus1253	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.25	1.2412024902515328	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	2.5	2.8192439815661223
tawa1286	4	1.5	1.722400681178442	4	1.6	1.69642440045368	3	1.0	1.0	6	2.5	3.182222148863363	4	3.0	3.2245135848105306	5	4.0	4.567433593000826	1	1.0	1.0	6	3.75	4.554837439087665
teda1241	4	2.0	2.0	4	1.75	1.8607158650848592	4	2.0	2.0	6	3.75	3.8713647762077055	3	3.0	3.0	4	3.5	3.784333365145307	1	1.0	1.0	4	3.75	3.9236936179361748
tedi1235	5	2.6666666666666665	2.5945492732319058	4	1.3333333333333333	1.578544808024242	3	1.0	1.0	7	3.25	3.78809481894582	3	2.6666666666666665	2.877866262265193	3	2.0	2.0422509961339204	1	1.0	1.0	4	2.6	3.449451518926435
teee1242	4	2.0	2.0	4	2.0	2.0	0	0.0	0.0	6	2.5	3.3654403983762693	5	5.0	5.0	1	1.0	1.0	0	0.0	0.0	5	3.5	4.32547599099492
teen1242	4	1.8333333333333335	1.9997487524144655	4	1.6666666666666665	1.7584005506465674	0	0.0	0.0	6	2.9833333333333334	3.7291602422500554	6	5.5	5.487063274676336	3	2.5	2.704772067210853	0	0.0	0.0	6	4.583333333333333	5.1000641138152485
tehu1242	5	3.0	3.0	3	1.0	1.0	4	2.0	2.0	6	3.6	3.7403788107910403	4	4.0	4.0	4	4.0	4.0	1	1.0	1.0	5	4.5	4.673063949371928
teke1280	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	7	3.9999999999999996	4.691433587568674	3	3.0	3.0	2	2.0	2.0	2	2.0	2.0	3	2.4	2.843372854380055
tele1256	4	1.75	1.9783005123977417	3	1.0	1.0	0	0.0	0.0	5	2.25	2.82659471464156	4	3.5	3.8209037735575384	2	2.0	2.0	0	0.0	0.0	4	3.0	3.4978408523220765
telu1262	6	4.0	4.0	3	1.0	1.0	0	0.0	0.0	7	4.8	4.8481221661163625	5	5.0	5.0	4	4.0	4.0	0	0.0	0.0	5	4.8	4.86699539501847
temb1276	4	1.25	1.3402088748908823	3	1.0	1.0	0	0.0	0.0	5	1.5	2.074153940883818	4	2.5	3.181914661134642	1	1.0	1.0	0	0.0	0.0	4	2.0	2.79525208169598
temi1246	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.25	2.6172292645319257	4	4.0	4.0	1	1.0	1.0	0	0.0	0.0	4	3.0	3.575843018517443
temm1241	4	1.8	1.9486351626203444	4	2.0	2.0	4	2.0	2.0	6	2.6333333333333333	3.327057543454588	5	4.5	4.182548085635745	2	2.0	2.0	1	1.0	1.0	6	4.25	4.89109555302065
tena1240	4	1.75	1.9817629823050338	4	1.5	1.2694393570508296	4	1.5	1.397896161583066	6	2.1666666666666665	2.555937489918705	4	3.5	3.8714529730370426	2	1.5	1.7904973690479862	2	1.5	1.75747150579152	6	3.25	4.8137669153024385
teng1272	4	2.0	2.0	0	0.0	0.0	4	2.0	2.0	4	2.0	2.0	4	4.0	4.0	0	0.0	0.0	1	1.0	1.0	5	5.0	5.0
tenh1241	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.2	1.2736137612220122	4	4.0	4.0	1	1.0	1.0	1	1.0	1.0	5	3.0	4.40286296877502
tepo1239	4	1.6666666666666667	1.9725442755438485	3	1.0	1.0	0	0.0	0.0	5	2.066666666666667	2.742713589204323	6	5.0	5.355918141143344	2	2.0	2.0	0	0.0	0.0	6	4.166666666666667	4.898708549842979
tera1251	6	4.0	4.0	4	2.0	2.0	5	3.0	3.0	8	5.4	5.988109400009415	3	3.0	3.0	5	5.0	5.0	1	1.0	1.0	5	4.4	4.638703267910491
tere1279	3	1.0	1.0	3	1.0	1.0	0	0.0	0.0	4	1.6666666666666665	1.8410061877395751	3	3.0	3.0	2	2.0	2.0	0	0.0	0.0	3	2.5	2.6992274671292704
tern1247	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.5	2.7005662678007605	3	3.0	3.0	2	2.0	2.0	1	1.0	1.0	4	3.333333333333333	3.796423304914085
ters1235	4	2.0	2.0	4	1.75	1.7778556780623056	4	2.0	2.0	6	3.4000000000000004	3.6552270689118025	7	7.0	7.0	8	7.0	7.459393706325018	3	3.0	3.0	10	8.5	9.714348800020444
tese1238	5	1.9	2.111558613932462	3	1.0	1.0	0	0.0	0.0	6	2.1	2.742700727927872	5	3.1666666666666665	4.183826922507088	1	1.0	1.0	0	0.0	0.0	5	2.5833333333333335	3.8476826460096216
tetu1245	4	1.3333333333333333	1.4017510037008198	3	1.0	1.0	0	0.0	0.0	5	2.0	2.2726388058017557	3	2.0	2.0661823295638913	2	2.0	2.0	0	0.0	0.0	3	2.0	2.0733264926361628
tewa1260	5	2.4	2.9726418449502585	4	1.1666666666666667	1.2704208347970576	5	2.5	2.6107927730525247	7	3.4285714285714284	4.175202213730287	5	4.0	4.458093763480031	6	3.5	4.837185078683753	2	1.6666666666666665	1.8362027023043914	7	4.8	5.764345243299218
texi1237	4	1.5	1.6617706620525714	3	1.0	1.0	3	1.0	1.0	5	2.0	2.2731438319744894	4	3.0	3.066928225352017	2	2.0	2.0	2	2.0	2.0	5	3.333333333333333	4.315166955921817
thad1238	5	3.0	3.0	4	1.3333333333333333	1.578544808024242	4	2.0	2.0	7	3.75	4.500111448993903	3	3.0	3.0	3	2.0	2.0422509961339204	1	1.0	1.0	4	3.0	3.536861536704005
thai1261	5	2.6666666666666665	2.6622669910337713	3	1.0	1.0	4	2.0	2.0	6	3.0	3.5425701073708837	3	2.6666666666666665	2.71950672905944	2	2.0	2.0	1	1.0	1.0	4	3.0	3.205201661683552
thak1245	4	1.75	1.9699971997158938	3	1.0	1.0	4	1.5	1.9289474695743096	5	1.7142857142857142	2.5061210439441117	4	3.5	3.919189591422304	2	2.0	2.0	2	1.5	1.8193990315296715	7	4.0	5.792439488315865
thay1248	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.6	2.6991542873317433	5	5.0	5.0	3	3.0	3.0	0	0.0	0.0	5	4.333333333333333	4.873972263378257
thay1249	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
thii1234	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
thul1246	6	4.0	4.0	3	1.0	1.0	6	4.0	4.0	7	4.2	4.54830605324776	4	4.0	4.0	1	1.0	1.0	1	1.0	1.0	5	4.2	4.63662105701719
thur1254	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
tiag1235	5	2.25	2.406623348649336	4	2.0	2.0	0	0.0	0.0	7	3.75	4.074798209633795	5	4.0	4.916027973830036	3	3.0	3.0	0	0.0	0.0	5	4.0	4.782089520107063
tibe1272	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.2857142857142856	2.539544783852744	5	5.0	5.0	2	2.0	2.0	2	2.0	2.0	7	5.333333333333333	6.534575175592577
ticu1245	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.25	2.185162820532977	4	4.0	4.0	1	1.0	1.0	0	0.0	0.0	4	3.0	3.391211764794871
tiey1235	4	1.75	1.9495385262205662	3	1.0	1.0	0	0.0	0.0	5	2.5	2.9221593198372675	4	3.5	3.8069784034444973	3	3.0	3.0	0	0.0	0.0	4	3.3333333333333335	3.6325794704197163
tiga1245	4	1.6666666666666665	1.6532073768512385	4	1.0	1.101695678044273	0	0.0	0.0	6	2.4166666666666665	2.576479835702788	3	2.5	2.6982137273139255	3	1.5	1.2256425062888554	0	0.0	0.0	4	2.25	2.513068594155281
tigo1236	6	3.3388888888888886	3.7989228048430483	6	3.3333333333333335	3.9639295298013923	6	4.0	4.0	10	5.691558441558442	7.242825478639363	12	9.75	10.729511522547527	6	5.0	5.494544036463928	2	2.0	2.0	14	10.160714285714286	11.836326297970238
tigr1270	5	2.333333333333333	2.5086781094496944	4	1.75	1.6552925944252672	5	2.0	2.119676387009545	7	3.5999999999999996	3.9875104464527826	3	2.3333333333333335	2.348524102858279	4	3.5	3.6630714366928308	2	1.3333333333333333	1.2185917103248127	5	3.6	3.938111997345271
tigr1271	5	2.75	2.9831898065210054	5	2.0	2.344869876609051	4	2.0	2.0	8	4.6	5.259600510568146	4	3.6666666666666665	3.878109683178643	5	3.333333333333333	4.651568222960467	1	1.0	1.0	5	3.8333333333333335	4.786146627506309
tika1246	5	2.6666666666666665	2.8108077539606615	4	1.75	1.802842999862027	3	1.0	1.0	7	4.216666666666667	4.527591995230734	4	3.6666666666666665	3.9881447527138927	4	3.5	3.2955652519701486	1	1.0	1.0	5	4.35	4.709714548003994
tilq1235	4	2.0	2.0	4	1.5	1.48650777646972	4	2.0	2.0	6	3.2	3.4218006242189953	4	4.0	4.0	4	3.0	3.366955819106784	1	1.0	1.0	5	4.0	4.608371480326847
timn1235	4	1.4	1.5833472551331895	3	1.0	1.0	3	1.0	1.0	5	1.9333333333333336	2.2484859963685286	5	3.5	3.9122415947427673	3	3.0	3.0	1	1.0	1.0	6	3.833333333333333	4.794875379304728
tini1245	5	2.4	2.8862474379552543	4	1.5	1.6594476474297233	3	1.0	1.0	7	2.4285714285714284	3.382078696440604	5	4.0	4.590100528172707	2	1.5	1.662545097290899	2	2.0	2.0	7	3.4	5.176618325921446
tinp1237	3	1.0	1.0	4	1.0	1.124936469940871	0	0.0	0.0	5	1.6666666666666665	1.9464506214591757	3	3.0	3.0	2	1.0	1.1241676576263226	0	0.0	0.0	3	1.6666666666666665	2.257998715773014
tira1254	4	1.8333333333333335	1.9735588040626495	4	1.3333333333333333	1.6022480116024502	0	0.0	0.0	6	2.5000000000000004	3.114132735186568	6	5.5	5.817451914364255	3	2.0	2.1074960674756342	0	0.0	0.0	6	3.75	5.219704392443923
tiru1241	4	1.6666666666666665	1.740739102380149	3	1.0	1.0	0	0.0	0.0	5	2.333333333333333	2.611626904481085	3	2.5	2.3530733159790134	2	2.0	2.0	0	0.0	0.0	3	2.333333333333333	2.321972916500847
tivv1240	5	3.0	3.0	4	1.6666666666666665	1.6887738592961221	5	3.0	3.0	7	4.0	4.217633250377193	4	4.0	4.0	3	2.5	2.7931118804251476	2	2.0	2.0	6	5.0	5.572305393665256
tiwi1244	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.2	2.244030646118033	5	5.0	5.0	1	1.0	1.0	0	0.0	0.0	5	3.6666666666666665	4.334287183884924
tlac1235	4	2.0	2.0	4	1.5	1.9621097845061293	4	2.0	2.0	6	2.2857142857142856	2.6796236959683357	4	4.0	4.0	2	1.5	1.902574845651944	2	2.0	2.0	7	3.8333333333333335	5.126293553211467
tlin1245	5	3.0	3.0	4	2.0	2.0	5	3.0	3.0	7	4.333333333333333	4.29592454231317	6	6.0	6.0	6	6.0	6.0	3	3.0	3.0	9	7.8	8.386084062923828
toar1246	3	1.0	1.0	3	1.0	1.0	0	0.0	0.0	4	1.6666666666666665	1.8628741632681733	3	3.0	3.0	2	2.0	2.0	0	0.0	0.0	3	2.5	2.7466208461644053
toba1269	4	1.25	1.3207605116981052	4	1.3333333333333333	1.2779461891799535	3	1.0	1.0	6	2.0	2.124760465837579	4	2.5	3.2166060885774805	3	2.0	2.088677132395296	1	1.0	1.0	5	2.5	3.621725036479518
toca1235	3	1.0	1.0	3	1.0	1.0	0	0.0	0.0	4	1.25	1.7339450659929354	4	4.0	4.0	1	1.0	1.0	0	0.0	0.0	4	2.5	3.062074855215122
toch1257	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
toda1252	4	2.0	2.0	4	1.7142857142857144	1.722301112464009	4	2.0	2.0	6	3.7142857142857144	3.72896559692678	5	5.0	5.0	7	6.0	6.428884020983011	2	2.0	2.0	7	6.5	6.8801785514126905
tofi1235	4	1.8	1.9486351626203444	4	1.6666666666666665	1.7584005506465674	4	2.0	2.0	6	2.8333333333333335	3.524214543592561	5	4.5	4.182548085635745	3	2.5	2.704772067210853	1	1.0	1.0	6	4.5	5.015653742000632
toho1245	4	1.75	1.9481282720595905	3	1.0	1.0	4	2.0	2.0	5	2.2	2.459132360549302	4	3.5	3.1560546446994904	2	2.0	2.0	1	1.0	1.0	5	3.6666666666666665	3.685580976538117
toll1241	5	3.0	3.0	4	1.0	1.124936469940871	5	3.0	3.0	7	3.5	3.8193999157320238	3	3.0	3.0	2	1.0	1.1241676576263226	1	1.0	1.0	4	2.8	3.498048719839594
tolo1259	6	2.5	2.6736030338000445	4	1.2	1.367648252037408	4	1.5	1.5344365003831408	8	2.7142857142857144	3.507899193164578	4	2.5	2.9035721578514093	5	3.0	4.267449820300341	2	1.5	1.2185917103248127	7	3.1666666666666665	4.558845249342449
tong1318	6	3.333333333333333	3.3388427641645766	6	3.1666666666666665	3.7563422550322616	6	4.0	4.0	10	5.5	6.707735989684994	3	2.5	2.395317218190437	4	3.0	3.3322335728415715	1	1.0	1.0	5	3.363095238095238	4.223823376914998
tong1325	3	1.0	1.0	4	1.5	1.3405523525702767	0	0.0	0.0	5	2.0	2.0672524730243964	3	3.0	3.0	2	1.5	1.7867127549172217	0	0.0	0.0	3	2.0	2.489872362193902
tonk1249	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.6	1.8076976908225544	4	4.0	4.0	3	3.0	3.0	1	1.0	1.0	5	4.0	4.561616621482659
topo1242	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.25	2.516065484948741	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.0	3.6386155309113954
toro1252	4	2.0	2.0	4	1.5	1.6594476474297233	4	2.0	2.0	6	2.75	3.1054860196231484	3	3.0	3.0	2	1.5	1.662545097290899	1	1.0	1.0	4	2.75	3.6514570769704573
torw1241	6	4.0	4.0	4	1.75	1.8093990334030452	5	2.333333333333333	1.9857188903557434	8	4.3809523809523805	4.92784789918788	4	4.0	4.0	4	3.5	3.7783204924998444	3	2.3333333333333335	2.6797541547003276	7	5.166666666666666	6.279157970488226
tosk1239	4	2.0	2.0	4	1.6	1.8929695890168805	4	2.0	2.0	6	2.8571428571428568	3.4849385958194032	4	4.0	4.0	5	4.0	3.9986422568059696	2	2.0	2.0	7	5.0	5.673011023421682
