GlyphID,Phoneme,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click,Count
0261+01C2+0353+02E1+0078,ɡǂ͓ˡx,consonant,0,-,-,-,-,+,-,"-,+",+,-,-,-,-,"-,+,-",-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,"+,-",4.426829268292683
0261+01C3,ɡǃ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,26.604059106284495
0261+01C3+0078,ɡǃx,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,"+,-",17.70731707317073
0261+02BC,ɡʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,-,8.853658536585366
0261+0324,ɡ̤,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,-,8.668673968947578
0261+0324+01C0+0353,ɡ̤ǀ͓,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
0261+0324+01C2,ɡ̤ǂ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
0261+0324+01C2+0353+02E1,ɡ̤ǂ͓ˡ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
0261+0324+01C3,ɡ̤ǃ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.469912764821079
0261+0330+01C0+0353+0078,ɡ̰ǀ͓x,consonant,0,-,-,-,-,+,-,"-,+",+,-,-,-,-,-,-,0,0,"+,-",+,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,"+,-",-,-,-,-,"+,-",4.426829268292683
0261+0330+01C2+0078,ɡ̰ǂx,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,"+,-",-,-,-,-,"+,-",4.426829268292683
0261+0330+01C2+0353+02E1+0078,ɡ̰ǂ͓ˡx,consonant,0,-,-,-,-,+,-,"-,+",+,-,-,-,-,"-,+,-",-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,"+,-",-,-,-,-,"+,-",4.426829268292683
0261+0330+01C3+0078,ɡ̰ǃx,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,"+,-",-,-,-,-,"+,-",4.426829268292683
0061+0065+031E+02E4,ae̞ˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-","-,+",-,0,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0061+006F+031E,ao̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,"-,+",0,-,-,+,-,-,-,0,0,-,-,0,4.890110109084284
0061+006F+031E+02E4,ao̞ˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,"-,+",0,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0061+02E4+02D0,aˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,"-,+",-,+,-,-,-,0,0,-,-,0,4.644610057211683
0061+0303+0065+031E+0303+02E4,ãẽ̞ˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,"+,-","-,+",-,0,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0061+0303+006F+031E+0303+02E4,ãõ̞ˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,"-,+",0,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0061+0303+02E4,ãˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,"-,+",-,+,-,-,-,0,0,-,-,0,8.853658536585366
0061+0303+02E4+02D0,ãˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,"-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0065+031E+0303+0069+0303,ẽ̞ĩ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,4.426829268292683
0065+031E+0303+0075+0303,ẽ̞ũ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0061,o̞a,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",0,-,-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0061+02E4,o̞aˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",0,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0065+031E,o̞e̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,"-,+","+,-",0,-,-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0069+02E4,o̞iˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+02E4+02D0,o̞ˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,"-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0303+0061+0303,õ̞ã,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",0,-,-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0303+0061+0303+02E4,õ̞ãˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",0,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0303+0069+0303+02E4,õ̞ĩˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,"-,-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+031E+0303+02E4,õ̞ˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,0,"-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0254+0303+02E4+02D0,ɔ̃ˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,-,"-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0273+0256+0290,ɳɖʐ,consonant,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,2.170173909719833
0062+032A,b̪,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.021541748264197972
006E+0320+0292,n̠ʒ,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,-,+,"-,+",-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.021541748264197972
014B+006D+0261+0062,ŋmɡb,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,7.028155014609627
0271+0076,ɱv,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,4.296225915289937
0074+0073+0347,ts͇,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1.375
0068+02C0,hˀ,consonant,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-,0.9552631578947368
027A+0320+0330,ɺ̠̰,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,+,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,+,-,-,+,-,-,-,-,-,0.9552631578947368
0061+0330+0303,ã̰,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,+,0,0,-,-,0,8.364949963925302
0065+031E+0330,e̞̰,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,+,0,0,-,-,0,3.644152046783626
0065+031E+0330+0303,ẽ̞̰,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,+,0,0,-,-,0,0.9552631578947368
0069+0330+0303,ḭ̃,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,+,0,0,-,-,0,3.938120695632619
006F+031E+0330,o̞̰,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,+,0,0,-,-,0,0.9552631578947368
006F+031E+0330+0303,õ̞̰,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,+,0,0,-,-,0,0.9552631578947368
006B+01C0+0353+02E0+02B0,kǀ͓ˠʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,2.951219512195122
006B+01C1+0353+0078+02B0,kǁ͓xʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,2.951219512195122
006B+01C3+0078+02B0,kǃxʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,2.951219512195122
006B+01C3+0320+0078+02B0,kǃ̠xʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,2.951219512195122
014B+0325+01C1+0353+02B0,ŋ̥ǁ͓ʰ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,+,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,2.951219512195122
014B+0325+01C3+0320+02B0,ŋ̥ǃ̠ʰ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,2.951219512195122
006E+0064+0291,ndʑ,consonant,0,-,-,-,-,+,"+,-,-","-,-,+","0,-,+",-,-,-,"+,-,-",-,-,0,0,+,+,"-,-,+","-,-,+","-,-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,1.9443180644296298
006E+032A+0064+032A+007A+032A,n̪d̪z̪,consonant,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,+,"-,+",-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.7887099284158108
0278+031E,ɸ̞,consonant,0,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.55
0062+0324,b̤,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,7.214485721707874
0064+032A+007A+032A+0324+007C+0064+007A+0324,d̪z̪̤|dz̤,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.13580246913580246
0064+032A+0324+007C+0064+0324,d̪̤|d̤,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.4719135802469136
006C+032A+0324+007C+006C+0324,l̪̤|l̤,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,0,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.4719135802469136
006E+032A+0324+007C+006E+0324,n̪̤|n̤,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,0,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.4719135802469136
025F+0330,ɟ̰,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,+,-,-,-,-,-,2.47013621452004
0052+032A,R̪,consonant,0,-,-,-,-,+,+,+,0,+,0,0,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,-,10.676470588235293
0079+02D0,yː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,19.526405297276963
00E6+0069,æi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,+,-,-,+,-,-,-,0,0,-,-,0,0.26614879162490257
00E6+0289,æʉ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-","+,-",-,+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
00F8+0079,øy,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,0.31997294097750717
00F8+031E+02D0,ø̞ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,0.7322968761324926
0252+031D,ɒ̝,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,0,-,+,0,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
0254+0079,ɔy,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
0289+02D0,ʉː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,9.365338366473072
028F,ʏ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,5.0915507430407345
0064+032A+0330+007C+0064+0330,d̪̰|d̰,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,-,-,+,-,-,+,-,-,-,-,-,0.6722222222222223
0061+026F,aɯ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,0,-,-,0,7.730555555555556
026A+0306,ɪ̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,0.856392694063927
026F+031E+0306,ɯ̞̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,0,-,-,+,-,-,-,0,0,-,-,0,0.6722222222222223
028A+0306,ʊ̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,0.7643074581430747
0064+02B2,dʲ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,20.979497772911735
006E+032A+02B7+007C+006E+02B7,n̪ʷ|nʷ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",+,-,+,+,0,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.11860057179360974
0064+0320+0330,d̠̰,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,+,-,-,+,-,-,-,-,-,0.33611111111111114
0268+0259,ɨə,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,-,-,"+,-",-,-,+,-,-,-,0,0,-,-,0,1.0298750815975313
026F+0061,ɯa,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,0,-,-,0,5.377777777777779
0256+0072+0320+0353,ɖr̠͓,consonant,0,-,-,-,-,+,"-,+","-,+","-,+","-,+",-,"-,+",-,-,-,0,0,+,-,"-,+",-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.09705882352941177
0288+0279+0320+0325,ʈɹ̠̥,consonant,0,-,-,-,-,"+,-","-,+","-,+",-,"-,+",-,-,-,-,-,0,0,+,-,"-,+",-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.09705882352941177
006C+0320+0324,l̠̤,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.33611111111111114
006E+0320+0324,n̠̤,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.33611111111111114
014B+0324,ŋ̤,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,-,0.5639988161677659
0292+0324,ʒ̤,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.33611111111111114
0061+0324+0069+0324,a̤i̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0061+0324+0075+0324,a̤ṳ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0061+0324+026F+0324,a̤ɯ̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0069+006F+031E,io̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-",-,"+,-","-,+",+,-,-,+,-,-,-,0,0,-,-,0,0.33611111111111114
0069+025B,iɛ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,0,-,-,0,26.44669839099702
0069+0324+0061+0324,i̤a̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0069+0324+0075+0324,i̤ṳ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0069+0324+025B+0324,i̤ɛ̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
006F+0324+0069+0324,o̤i̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0075+0324+0061+0324,ṳa̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0075+0324+0069+0324,ṳi̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0254+0324+0069+0324,ɔ̤i̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0264+0069,ɤi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0,0.4281963470319635
0264+0324+0069+0324,ɤ̤i̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
026F+0069,ɯi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0,14.116666666666665
026F+0324+0069+0324,ɯ̤i̤,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,+,-,0,0,-,-,0,0.33611111111111114
0064+032A+02B2+007C+0064+02B2,d̪ʲ|dʲ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.5171977124183007
027E+032A,ɾ̪,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,1.764044629273437
0064+0320+0292+02B7,d̠ʒʷ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,1.3573142581510038
0071+02B7+02E4+02B0,qʷˤʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,"-,+",-,-,-,+,-,-,-,-,-,-,1.0341880341880343
0071+02B7+02E4+02BC,qʷˤʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,"-,+",-,-,-,-,+,-,-,+,-,-,1.0341880341880343
0071+02E4+02B0,qˤʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,"-,+",-,-,-,+,-,-,-,-,-,-,1.0341880341880343
0071+02E4+02BC,qˤʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,"-,+",-,-,-,-,+,-,-,+,-,-,2.0683760683760686
0262+02B7+02E4,ɢʷˤ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,"-,+",-,+,-,-,-,-,-,-,-,-,1.0341880341880343
0262+02E4,ɢˤ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,"-,+",-,+,-,-,-,-,-,-,-,-,1.0341880341880343
0294+02E4,ʔˤ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,"-,+",-,-,-,-,+,-,-,-,-,-,2.0683760683760686
006B+02B7+02C0,kʷˀ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,-,0.825
0071+02B7+02C0,qʷˀ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,+,-,-,-,-,-,0.825
0071+02C0,qˀ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,+,-,-,-,-,-,0.825
0074+0320+0283+02C0,t̠ʃˀ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-,0.9069783197831978
0074+032A+026C+032A+02C0+007C+0074+026C+02C0,t̪ɬ̪ˀ|tɬˀ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,0,-,-,0,0,0,0,0,-,-,-,-,-,"-,+",-,-,-,-,-,0.825
0270+0330,ɰ̰,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,+,-,-,-,-,-,4.95
0281+031E+02B7,ʁ̞ʷ,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,0.825
0281+031E+0330+02B7,ʁ̞̰ʷ,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,+,-,-,-,-,-,0.825
